item_id,user_id,rating,timestamp,size,fit,user_attr,model_attr,category,brand,year,split
7443,lubdubart,2,2010-09-25 07:00:00+00:00,,Very small,,Small,Dresses,,2012,0
11960,Shawna,5,2010-09-26 07:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
7443,Tahlia,4,2010-09-28 07:00:00+00:00,,Just right,Small,Small,Dresses,,2012,0
11960,Alice,4,2010-10-01 07:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
11960,Mazette,5,2010-10-01 07:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
11960,Rose,2,2010-10-02 07:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
16411,Pauline,5,2010-10-03 07:00:00+00:00,,Just right,Small,Small,Dresses,,2011,0
11960,lpstewart,4,2010-10-04 07:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
11960,natalia,5,2010-10-05 07:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
11960,A.,5,2010-10-06 07:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
16411,equidae,5,2010-10-07 07:00:00+00:00,,Just right,,Small,Dresses,,2011,0
11960,Tika,5,2010-10-07 07:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
7443,Tori,4,2010-10-08 07:00:00+00:00,,Just right,Small,Small,Dresses,,2012,0
11960,Cayman,5,2010-10-09 07:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
16411,Kaeleigh,5,2010-10-10 07:00:00+00:00,,Just right,,Small,Dresses,,2011,0
11960,dcwagner75,3,2010-10-11 07:00:00+00:00,,Slightly small,,Small&Large,Outerwear,,2010,0
16411,kellyrand,3,2010-10-13 07:00:00+00:00,,Slightly small,,Small,Dresses,,2011,0
16411,yvettemryan,4,2010-10-13 07:00:00+00:00,,Slightly large,,Small,Dresses,,2011,0
11960,Audrey,2,2010-10-15 07:00:00+00:00,,Very small,Small,Small&Large,Outerwear,,2010,0
16411,simplefinishes,5,2010-10-16 07:00:00+00:00,,Just right,,Small,Dresses,,2011,0
7443,lyndsey10387,3,2010-10-18 07:00:00+00:00,,Just right,,Small,Dresses,,2012,0
7443,Beth,4,2010-10-19 07:00:00+00:00,,Just right,Small,Small,Dresses,,2012,0
11960,Krissy,5,2010-10-19 07:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
11960,brandymarie23,4,2010-10-20 07:00:00+00:00,,Slightly small,,Small&Large,Outerwear,,2010,0
16411,Hanh,2,2010-10-21 07:00:00+00:00,,Slightly large,,Small,Dresses,,2011,0
11960,jakolyn,5,2010-10-21 07:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
11960,Theresa,4,2010-10-22 07:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
11960,stephanie,3,2010-10-23 07:00:00+00:00,,Slightly small,Small,Small&Large,Outerwear,,2010,0
11960,Sue,1,2010-10-24 07:00:00+00:00,,Slightly small,Small,Small&Large,Outerwear,,2010,0
16411,emilyjaynebaker,4,2010-10-29 07:00:00+00:00,,Just right,,Small,Dresses,,2011,0
11960,Claire,5,2010-10-31 07:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
11960,Vivian,4,2010-11-01 07:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
16411,Erikka,4,2010-11-01 07:00:00+00:00,,Just right,,Small,Dresses,,2011,0
16411,Elisa,5,2010-11-03 07:00:00+00:00,,Just right,Large,Small,Dresses,,2011,0
7443,auhooser,5,2010-11-04 07:00:00+00:00,,Just right,,Small,Dresses,,2012,0
11960,Afiya,3,2010-11-05 07:00:00+00:00,,Very small,Large,Small&Large,Outerwear,,2010,0
11960,emily.a.farmer,2,2010-11-05 07:00:00+00:00,,Slightly small,,Small&Large,Outerwear,,2010,0
7443,anne_kuznia,3,2010-11-05 07:00:00+00:00,,Slightly small,,Small,Dresses,,2012,0
7443,amber.toole,5,2010-11-05 07:00:00+00:00,,Just right,,Small,Dresses,,2012,0
16411,Petra,5,2010-11-06 07:00:00+00:00,,Just right,,Small,Dresses,,2011,0
7443,Alonna,4,2010-11-06 07:00:00+00:00,,Slightly small,Small,Small,Dresses,,2012,0
7443,as2005,3,2010-11-06 07:00:00+00:00,,Slightly small,,Small,Dresses,,2012,0
7443,kimberly,4,2010-11-06 07:00:00+00:00,,Just right,Large,Small,Dresses,,2012,0
11960,tiffanyl85,3,2010-11-06 07:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,2
11960,AnnaLee,5,2010-11-06 07:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
11960,sami,5,2010-11-07 07:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
11960,joty,4,2010-11-07 07:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
11960,Bonnie,5,2010-11-07 07:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
11960,drea,4,2010-11-08 08:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
11960,bianca.gallagher,4,2010-11-08 08:00:00+00:00,,Slightly small,,Small&Large,Outerwear,,2010,0
11960,alicia,4,2010-11-09 08:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
11960,Alexis,4,2010-11-10 08:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
16411,tasha,3,2010-11-10 08:00:00+00:00,,Just right,Small,Small,Dresses,,2011,0
16411,Mona,2,2010-11-10 08:00:00+00:00,,Very small,Small,Small,Dresses,,2011,0
11960,Mackenzie,2,2010-11-10 08:00:00+00:00,,Slightly small,Small,Small&Large,Outerwear,,2010,0
11960,Thacarra,5,2010-11-10 08:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
16411,Carolina,5,2010-11-11 08:00:00+00:00,,Just right,Small,Small,Dresses,,2011,0
11960,joannamarizb,5,2010-11-11 08:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
11960,Renata,5,2010-11-11 08:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
16411,Ariela,4,2010-11-12 08:00:00+00:00,,Just right,,Small,Dresses,,2011,0
16411,Addie,3,2010-11-13 08:00:00+00:00,,Slightly large,Small,Small,Dresses,,2011,0
7443,sophia,5,2010-11-14 08:00:00+00:00,,Just right,Small,Small,Dresses,,2012,0
7443,ashland.park,5,2010-11-15 08:00:00+00:00,,Just right,,Small,Dresses,,2012,0
11960,Stacey,2,2010-11-16 08:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
7443,Mona,3,2010-11-16 08:00:00+00:00,1.0,Just right,Small,Small,Dresses,,2012,0
7443,Jessie,5,2010-11-16 08:00:00+00:00,,Just right,Small,Small,Dresses,,2012,0
11960,Devon,5,2010-11-16 08:00:00+00:00,2.0,Just right,Small,Small&Large,Outerwear,,2010,0
16411,Modcloth,5,2010-11-16 08:00:00+00:00,,Just right,Small,Small,Dresses,,2011,0
11960,Cara,5,2010-11-17 08:00:00+00:00,2.0,Just right,Small,Small&Large,Outerwear,,2010,0
16411,Mace,5,2010-11-17 08:00:00+00:00,,Just right,Small,Small,Dresses,,2011,0
11960,Hanaa,5,2010-11-18 08:00:00+00:00,3.0,Just right,Small,Small&Large,Outerwear,,2010,0
11960,Kelsea,5,2010-11-19 08:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
11960,Yareli,4,2010-11-19 08:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
16411,catherine_wah,5,2010-11-19 08:00:00+00:00,,Just right,,Small,Dresses,,2011,0
16411,Cecilia,4,2010-11-19 08:00:00+00:00,3.0,Slightly large,Small,Small,Dresses,,2011,0
7443,Myriam,3,2010-11-19 08:00:00+00:00,,Just right,Small,Small,Dresses,,2012,0
16411,cheryl,5,2010-11-19 08:00:00+00:00,2.0,Just right,Small,Small,Dresses,,2011,0
7443,charbott,4,2010-11-20 08:00:00+00:00,2.0,Just right,Small,Small,Dresses,,2012,0
16411,erikakeaveney,5,2010-11-20 08:00:00+00:00,1.0,Just right,Small,Small,Dresses,,2011,0
16411,Wu,5,2010-11-20 08:00:00+00:00,,Just right,,Small,Dresses,,2011,0
16411,Venesha,5,2010-11-20 08:00:00+00:00,3.0,Just right,Small,Small,Dresses,,2011,0
16411,krazykat10388,4,2010-11-21 08:00:00+00:00,2.0,Slightly small,Small,Small,Dresses,,2011,0
11960,jenettedonovan,4,2010-11-21 08:00:00+00:00,1.0,Slightly small,Small,Small&Large,Outerwear,,2010,0
11960,Kailin,5,2010-11-21 08:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
16411,rebecca.buchmann,4,2010-11-21 08:00:00+00:00,3.0,Just right,Small,Small,Dresses,,2011,0
11960,eryn,5,2010-11-21 08:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
11960,Mini_ModCloth,4,2010-11-21 08:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
11960,Richard,5,2010-11-21 08:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
11960,Kelsie,2,2010-11-22 08:00:00+00:00,2.0,Just right,Small,Small&Large,Outerwear,,2010,0
16411,Johanna,5,2010-11-22 08:00:00+00:00,,Just right,Small,Small,Dresses,,2011,0
11960,Natalia,4,2010-11-22 08:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
11960,Catherine,5,2010-11-22 08:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
7443,Lyuba,4,2010-11-23 08:00:00+00:00,1.0,Just right,Small,Small,Dresses,,2012,0
16411,erika,4,2010-11-24 08:00:00+00:00,,Just right,Small,Small,Dresses,,2011,0
11960,sjaneczek132,5,2010-11-24 08:00:00+00:00,3.0,Just right,Small,Small&Large,Outerwear,,2010,0
11960,whit,4,2010-11-24 08:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
7443,kathleengberry,4,2010-11-24 08:00:00+00:00,2.0,Just right,Small,Small,Dresses,,2012,0
7443,Iffat,4,2010-11-25 08:00:00+00:00,,Slightly small,,Small,Dresses,,2012,0
11960,Rue,5,2010-11-25 08:00:00+00:00,2.0,Just right,Small,Small&Large,Outerwear,,2010,0
16411,butterflypoet777,5,2010-11-26 08:00:00+00:00,1.0,Just right,Small,Small,Dresses,,2011,0
11960,jrgoldberglives,5,2010-11-27 08:00:00+00:00,1.0,Just right,Small,Small&Large,Outerwear,,2010,0
11960,callisto05,3,2010-11-27 08:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
7443,vinise,4,2010-11-27 08:00:00+00:00,,Just right,,Small,Dresses,,2012,0
7443,eschmeltz,3,2010-11-27 08:00:00+00:00,,Just right,Small,Small,Dresses,,2012,0
11960,pamelamabrey,5,2010-11-27 08:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
16411,Cornelia,5,2010-11-28 08:00:00+00:00,,Just right,Small,Small,Dresses,,2011,0
11960,ntate03,4,2010-11-28 08:00:00+00:00,1.0,Just right,Small,Small&Large,Outerwear,,2010,0
7443,guskey.1,4,2010-11-28 08:00:00+00:00,,Just right,,Small,Dresses,,2012,0
11960,Jordan,5,2010-11-29 08:00:00+00:00,2.0,Just right,Small,Small&Large,Outerwear,,2010,0
7443,c_wagner82,2,2010-11-29 08:00:00+00:00,,Slightly small,,Small,Dresses,,2012,0
11960,tinaelaine02,4,2010-11-29 08:00:00+00:00,1.0,Just right,Small,Small&Large,Outerwear,,2010,0
16411,L,4,2010-11-30 08:00:00+00:00,2.0,Just right,Small,Small,Dresses,,2011,0
11960,Ellen,5,2010-11-30 08:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
7443,bookyeti,4,2010-11-30 08:00:00+00:00,7.0,Just right,Large,Small,Dresses,,2012,0
7443,beckymoore77,2,2010-11-30 08:00:00+00:00,2.0,Slightly small,Small,Small,Dresses,,2012,0
16411,Sangdi,5,2010-11-30 08:00:00+00:00,,Just right,,Small,Dresses,,2011,0
7443,erin,1,2010-12-01 08:00:00+00:00,,Just right,Small,Small,Dresses,,2012,0
16411,Joanna,5,2010-12-02 08:00:00+00:00,,Just right,Small,Small,Dresses,,2011,0
16411,susan.516,4,2010-12-02 08:00:00+00:00,1.0,Just right,Small,Small,Dresses,,2011,0
16411,laselzle,4,2010-12-02 08:00:00+00:00,2.0,Just right,Small,Small,Dresses,,2011,0
11960,Shelby,3,2010-12-02 08:00:00+00:00,3.0,Just right,Small,Small&Large,Outerwear,,2010,0
11960,Brenda,5,2010-12-02 08:00:00+00:00,1.0,Just right,Small,Small&Large,Outerwear,,2010,0
16411,gottalovelife,5,2010-12-02 08:00:00+00:00,2.0,Just right,Small,Small,Dresses,,2011,0
11960,miriamvaz07,5,2010-12-03 08:00:00+00:00,3.0,Just right,Small,Small&Large,Outerwear,,2010,0
16411,jeanna,5,2010-12-03 08:00:00+00:00,2.0,Just right,Small,Small,Dresses,,2011,0
16411,Giselle,5,2010-12-03 08:00:00+00:00,1.0,Just right,Small,Small,Dresses,,2011,0
16411,Stephen,5,2010-12-03 08:00:00+00:00,2.0,Just right,Small,Small,Dresses,,2011,0
11960,dukevendetta,3,2010-12-03 08:00:00+00:00,,Slightly small,,Small&Large,Outerwear,,2010,0
16411,Tressa,4,2010-12-03 08:00:00+00:00,,Slightly large,Large,Small,Dresses,,2011,0
11960,Susanne,5,2010-12-03 08:00:00+00:00,2.0,Slightly large,Small,Small&Large,Outerwear,,2010,0
11960,sara.saffery,4,2010-12-03 08:00:00+00:00,1.0,Just right,Small,Small&Large,Outerwear,,2010,0
16411,Carina,5,2010-12-04 08:00:00+00:00,,Just right,Small,Small,Dresses,,2011,0
16411,Leanne,3,2010-12-04 08:00:00+00:00,,Slightly small,Small,Small,Dresses,,2011,0
16411,Carisa,4,2010-12-04 08:00:00+00:00,,Slightly small,Small,Small,Dresses,,2011,0
16411,India,2,2010-12-04 08:00:00+00:00,4.0,Slightly small,Small,Small,Dresses,,2011,0
16411,Katlyn,5,2010-12-04 08:00:00+00:00,,Just right,Small,Small,Dresses,,2011,0
16411,Cherie,3,2010-12-04 08:00:00+00:00,,Slightly small,Large,Small,Dresses,,2011,0
11960,Roxanne,5,2010-12-05 08:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
11960,kristenleigh_9,5,2010-12-06 08:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
7443,Bree,3,2010-12-06 08:00:00+00:00,,Just right,Small,Small,Dresses,,2012,0
16411,nicole,3,2010-12-06 08:00:00+00:00,3.0,Slightly large,Small,Small,Dresses,,2011,0
11960,V,5,2010-12-06 08:00:00+00:00,3.0,Slightly small,Small,Small&Large,Outerwear,,2010,0
11960,Jess,4,2010-12-06 08:00:00+00:00,1.0,Just right,Small,Small&Large,Outerwear,,2010,0
16411,ntikunoff,5,2010-12-07 08:00:00+00:00,3.0,Just right,Small,Small,Dresses,,2011,0
16411,amanda.mae.stoddard,4,2010-12-07 08:00:00+00:00,2.0,Just right,Small,Small,Dresses,,2011,0
16411,Kai,4,2010-12-08 08:00:00+00:00,,Just right,Large,Small,Dresses,,2011,0
11960,greendragon943,4,2010-12-08 08:00:00+00:00,1.0,Just right,Small,Small&Large,Outerwear,,2010,0
11960,Ray,5,2010-12-09 08:00:00+00:00,1.0,Just right,Small,Small&Large,Outerwear,,2010,0
16411,brooke.roegge,3,2010-12-09 08:00:00+00:00,1.0,Slightly small,Small,Small,Dresses,,2011,0
11960,kula.lauren,5,2010-12-10 08:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
16411,angela,3,2010-12-10 08:00:00+00:00,3.0,Just right,Small,Small,Dresses,,2011,0
16411,witch2682,4,2010-12-11 08:00:00+00:00,1.0,Just right,Small,Small,Dresses,,2011,0
11960,jeni,5,2010-12-11 08:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
11960,chrystalfanelli,4,2010-12-11 08:00:00+00:00,3.0,Just right,Small,Small&Large,Outerwear,,2010,0
16411,Genny,4,2010-12-12 08:00:00+00:00,,Slightly small,,Small,Dresses,,2011,0
16411,joely,3,2010-12-12 08:00:00+00:00,,Slightly large,,Small,Dresses,,2011,0
7443,Marsewi,4,2010-12-13 08:00:00+00:00,2.0,Slightly large,Small,Small,Dresses,,2012,0
11960,Jacey,5,2010-12-13 08:00:00+00:00,3.0,Just right,Small,Small&Large,Outerwear,,2010,0
11960,ngai.ashley,4,2010-12-16 08:00:00+00:00,1.0,Just right,Small,Small&Large,Outerwear,,2010,0
16411,andreasmith,5,2010-12-16 08:00:00+00:00,1.0,Just right,Small,Small,Dresses,,2011,0
16411,Gwen,4,2010-12-16 08:00:00+00:00,,Slightly large,Small,Small,Dresses,,2011,0
16411,TK,5,2010-12-16 08:00:00+00:00,,Just right,Large,Small,Dresses,,2011,0
7443,Thea,3,2010-12-16 08:00:00+00:00,,Slightly small,Small,Small,Dresses,,2012,0
11960,emi,3,2010-12-17 08:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
16411,vlgclx79,5,2010-12-18 08:00:00+00:00,,Just right,Small,Small,Dresses,,2011,0
7443,puckyjess,4,2010-12-18 08:00:00+00:00,2.0,Just right,Small,Small,Dresses,,2012,0
11960,Abby,5,2010-12-18 08:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
16411,kelly,5,2010-12-20 08:00:00+00:00,,Just right,Small,Small,Dresses,,2011,0
11960,loelle76,5,2010-12-20 08:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
16411,rabbitonthemoon,5,2010-12-20 08:00:00+00:00,,Just right,Large,Small,Dresses,,2011,0
11960,jessiefletch5,3,2010-12-20 08:00:00+00:00,2.0,Slightly small,Small,Small&Large,Outerwear,,2010,0
16411,Bertha,4,2010-12-20 08:00:00+00:00,1.0,Just right,Small,Small,Dresses,,2011,0
11960,rosy,4,2010-12-21 08:00:00+00:00,,Slightly large,,Small&Large,Outerwear,,2010,0
7443,anila.madiraju,3,2010-12-22 08:00:00+00:00,1.0,Just right,Small,Small,Dresses,,2012,0
7443,soraiku,4,2010-12-22 08:00:00+00:00,,Just right,,Small,Dresses,,2012,0
16411,GracieLou,5,2010-12-22 08:00:00+00:00,,Just right,Small,Small,Dresses,,2011,0
11960,Tessa,4,2010-12-24 08:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
16411,shauna,4,2010-12-25 08:00:00+00:00,3.0,Just right,Small,Small,Dresses,,2011,0
16411,candyruleslol,3,2010-12-25 08:00:00+00:00,,Just right,,Small,Dresses,,2011,0
11960,ng0405,3,2010-12-26 08:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
16411,mbelany,2,2010-12-26 08:00:00+00:00,,Slightly small,,Small,Dresses,,2011,0
16411,Kieu,2,2010-12-27 08:00:00+00:00,1.0,Just right,Small,Small,Dresses,,2011,0
16411,Miriam,4,2010-12-27 08:00:00+00:00,1.0,Slightly small,Small,Small,Dresses,,2011,0
16411,Priscilla,2,2010-12-28 08:00:00+00:00,6.0,Very small,Small,Small,Dresses,,2011,0
16411,Aniyia,2,2010-12-28 08:00:00+00:00,,Just right,,Small,Dresses,,2011,0
16411,Genevieve,4,2010-12-28 08:00:00+00:00,,Slightly small,Small,Small,Dresses,,2011,0
16411,zscl2,5,2010-12-28 08:00:00+00:00,1.0,Just right,Small,Small,Dresses,,2011,0
16411,lotusflower85.j,3,2010-12-29 08:00:00+00:00,,Slightly small,,Small,Dresses,,2011,0
11960,Nolwenn,4,2010-12-29 08:00:00+00:00,,Slightly small,,Small&Large,Outerwear,,2010,0
11960,alixecampbell,4,2010-12-29 08:00:00+00:00,,Slightly large,Small,Small&Large,Outerwear,,2010,0
16411,berneyhj,5,2010-12-30 08:00:00+00:00,1.0,Just right,Small,Small,Dresses,,2011,0
7443,Taylor,4,2010-12-30 08:00:00+00:00,,Just right,Small,Small,Dresses,,2012,0
11960,Nancy,4,2010-12-30 08:00:00+00:00,3.0,Slightly small,Small,Small&Large,Outerwear,,2010,0
16411,Rachelle,5,2010-12-30 08:00:00+00:00,2.0,Just right,Small,Small,Dresses,,2011,0
16411,st_rgregory,5,2010-12-30 08:00:00+00:00,3.0,Just right,Small,Small,Dresses,,2011,0
11960,Mak,4,2010-12-31 08:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
7443,Gabby,5,2010-12-31 08:00:00+00:00,,Just right,Small,Small,Dresses,,2012,0
16411,kamacneil,1,2011-01-02 08:00:00+00:00,2.0,Slightly small,Small,Small,Dresses,,2011,0
7443,lizerickson3,5,2011-01-02 08:00:00+00:00,,Just right,,Small,Dresses,,2012,0
11960,Noelle,5,2011-01-03 08:00:00+00:00,2.0,Just right,Small,Small&Large,Outerwear,,2010,0
11960,Shanna,5,2011-01-03 08:00:00+00:00,,Just right,Small,Small&Large,Outerwear,,2010,0
11960,katrynafennerty,4,2011-01-04 08:00:00+00:00,3.0,Just right,Small,Small&Large,Outerwear,,2010,0
7443,Charlotte,3,2011-01-04 08:00:00+00:00,1.0,Slightly large,Small,Small,Dresses,,2012,0
11960,Fhung,4,2011-01-04 08:00:00+00:00,1.0,Just right,Small,Small&Large,Outerwear,,2010,0
16411,Bonnie,5,2011-01-04 08:00:00+00:00,,Just right,Small,Small,Dresses,,2011,0
11960,page26,4,2011-01-05 08:00:00+00:00,3.0,Just right,Small,Small&Large,Outerwear,,2010,0
7443,Valentina,5,2011-01-06 08:00:00+00:00,,Just right,Small,Small,Dresses,,2012,0
7443,kgudknecht,3,2011-01-09 08:00:00+00:00,,Just right,,Small,Dresses,,2012,0
7443,Tabitha,3,2011-01-09 08:00:00+00:00,6.0,Just right,Small,Small,Dresses,,2012,0
7443,nora,4,2011-01-09 08:00:00+00:00,,Slightly small,,Small,Dresses,,2012,0
16411,schmidtamelia,2,2011-01-09 08:00:00+00:00,,Just right,,Small,Dresses,,2011,0
16411,Lis,3,2011-01-09 08:00:00+00:00,,Slightly small,Small,Small,Dresses,,2011,0
16411,Chryseis,3,2011-01-10 08:00:00+00:00,4.0,Just right,Small,Small,Dresses,,2011,0
11960,checlari,3,2011-01-10 08:00:00+00:00,,Just right,,Small&Large,Outerwear,,2010,0
7443,Farrah,5,2011-01-10 08:00:00+00:00,2.0,Just right,Small,Small,Dresses,,2012,0
16411,ejs,5,2011-01-11 08:00:00+00:00,,Slightly small,,Small,Dresses,,2011,0
16411,lauralyly,4,2011-01-12 08:00:00+00:00,2.0,Just right,Small,Small,Dresses,,2011,0
