,churches,resorts,beaches,parks,theatres,museums,malls,zoo,restaurants,pubs_bars,local_services,burger_pizza_shops,hotels_lodgings,juice_bars,art_galleries,dance_clubs,swimming_pools,gyms,bakeries,beauty_spas,cafes,view_points,monuments,gardens
local_services,-0.2147479400405011,-0.2215364555606923,-0.15750309496854079,-0.11709531456402195,-0.12423798877948561,-0.14823819549083997,0.0981245580558947,0.2924676649218533,0.26207611091344424,0.4695363545164727,0.9999999999999933,0.321769876304801,0.2571094695451813,0.057289934859290695,-0.02693805534998525,-0.0013278312459381917,-0.047308099871622364,-0.11157803348532262,-0.18766711169430347,-0.29304768224238814,-0.3324830464482552,-0.09698548235020382,-0.12783651852810843,-0.17542921383569396
burger_pizza_shops,-0.26120289906196703,-0.1570396092495317,-0.2356442176826962,-0.1660412473902198,-0.1048687606893018,-0.16383813336561523,0.030956229239879302,0.0033202358881905124,-0.012523726076733301,0.12847795128348513,0.321769876304801,0.9999999999999966,0.47032967925605196,0.3542817762263729,0.1501069688078822,-0.04727516210916977,0.027543664791526347,0.0625324631890406,0.019937559136899912,-0.13100940406037453,-0.28359486256317923,-0.3190033598213124,-0.21056124670173706,-0.18199499470805852
hotels_lodgings,-0.17866595265132093,-0.21374660519842179,-0.18232205142714772,-0.14509342930325994,-0.09036877961522705,-0.1369382525369585,0.02564305088858727,-0.010413197450355472,0.019324831096620306,0.06622178984860541,0.2571094695451813,0.47032967925605196,0.9999999999999908,0.5122517687267659,0.19776802975649857,-0.04857218500599324,0.024247467417129527,0.07531075613111587,0.06313474268235507,-0.05777123473224614,-0.20637098458707537,-0.1984263432645363,-0.15728495947899393,-0.12989438705338982
juice_bars,-0.23696643827294267,-0.12671279608528271,-0.1626053319819328,-0.3081644197457498,-0.28076697554162144,-0.15342732545769344,0.08910125415237942,-0.021849821100826453,0.03226011677999253,-0.001802804387619589,0.057289934859290695,0.3542817762263729,0.5122517687267659,0.9999999999999889,0.3710208302155348,-0.006312101048141966,0.07590901912281797,0.10359573311298809,0.1191117684279995,0.03333514753285985,-0.10095049580915415,-0.2923932990574842,-0.2908234218908089,-0.20911982111775834
art_galleries,-0.1349143332625882,-0.06667008946953622,-0.13420337847211228,-0.27212996188182215,-0.323902438619121,-0.1875118225204483,0.09252658146065736,-0.06469220864339091,0.12672008525633963,0.038084399095556984,-0.02693805534998525,0.1501069688078822,0.19776802975649857,0.3710208302155348,0.9999999999999708,0.0993391384051254,0.0625862423321647,0.0784067821749653,0.06519619033524938,0.07124246366042042,0.059684192671697354,-0.1792167487543761,-0.1637223151034137,-0.21067337681916884
dance_clubs,0.06728478454253468,-0.03311859706560487,-0.022248723218943358,0.01827411675809476,-0.05634730935347346,-0.14929469085197805,-0.1428613588062386,-0.12441664335788238,-0.11984417177079093,-0.031926686279525746,-0.0013278312459381917,-0.04727516210916977,-0.04857218500599324,-0.006312101048141966,0.0993391384051254,0.9999999999999982,0.3712377323831492,0.21708099583603255,0.019839279107796315,0.06214563658238034,0.15517068752061364,0.09908755386559612,0.050828137437414024,0.027850478181078307
swimming_pools,0.13009864701746546,-0.07714580437598838,-0.08464279701775783,-0.1324678034363172,-0.18434465619968568,-0.22960433000443498,-0.20727534523294142,-0.2029498143920933,-0.22958472135397165,-0.21234557371780832,-0.047308099871622364,0.027543664791526347,0.024247467417129527,0.07590901912281797,0.0625862423321647,0.3712377323831492,0.9999999999999977,0.5137931186120802,0.27929046914102534,0.08308759312980916,0.16522889577241534,0.10674522501979894,0.13107650156746847,0.14721973794190538
gyms,0.16036037418523164,-0.025446464386097666,-0.1198098829141103,-0.1838489838486204,-0.24335683216772658,-0.27135428749086743,-0.22647468385407796,-0.23610626867712822,-0.2666996398098076,-0.2738365869992043,-0.11157803348532262,0.0625324631890406,0.07531075613111587,0.10359573311298809,0.0784067821749653,0.21708099583603255,0.5137931186120802,0.9999999999999867,0.42553869507142317,0.20359568792620694,0.19220585605654447,0.08992100012738108,0.1406093912454508,0.16537213283377727
bakeries,0.1802711506668654,0.03252877321888454,-0.07540193681774536,-0.19266473831286443,-0.25698705847268316,-0.266607599252206,-0.27297941585375324,-0.2810184775693535,-0.2718811887212553,-0.32411502234299167,-0.18766711169430347,0.019937559136899912,0.06313474268235507,0.1191117684279995,0.06519619033524938,0.019839279107796315,0.27929046914102534,0.42553869507142317,0.9999999999999616,0.3212585663995747,0.19345070850819118,0.0700819253238488,0.08957032375945219,0.12944937122035696
beauty_spas,0.19939706613284125,0.09697410301124378,-0.009201631285666301,-0.09245349370504051,-0.19199656815767474,-0.22736196508948986,-0.23240800184032137,-0.2543929266167652,-0.16403259664497905,-0.24750222951913828,-0.29304768224238814,-0.13100940406037453,-0.05777123473224614,0.03333514753285985,0.07124246366042042,0.06214563658238034,0.08308759312980916,0.20359568792620694,0.3212585663995747,0.9999999999999953,0.30477193666556657,0.19027928060712507,0.14609361194767734,0.11881559288882713
cafes,0.3092377301466683,0.08899039028806459,0.0011051214499566996,-0.05622586597111142,-0.13343346364719214,-0.19745398795047855,-0.2577281504626073,-0.27473333338124495,-0.1859584204477992,-0.23038894483916902,-0.3324830464482552,-0.28359486256317923,-0.20637098458707537,-0.10095049580915415,0.059684192671697354,0.15517068752061364,0.16522889577241534,0.19220585605654447,0.19345070850819118,0.30477193666556657,0.9999999999999982,0.37483356223390396,0.34899110733145366,0.3010557090055361
view_points,0.36437496875094,0.018365973543404673,0.13457085347273723,0.27672680423694346,0.12443081427952951,-0.0904813855382478,-0.36028733288104314,-0.25551980714956013,-0.26805310293160833,-0.1836595672248975,-0.09698548235020382,-0.3190033598213124,-0.1984263432645363,-0.2923932990574842,-0.1792167487543761,0.09908755386559612,0.10674522501979894,0.08992100012738108,0.0700819253238488,0.19027928060712507,0.37483356223390396,1.0000000000000036,0.4715817525498914,0.31627373537077574
monuments,0.40703295047026006,0.07761593476133097,0.11745810362998498,0.1735500024704275,0.12805464871829617,-0.08110888925990974,-0.22307950847890914,-0.16792699365080427,-0.2683144988153739,-0.21302956090985378,-0.12783651852810843,-0.21056124670173706,-0.15728495947899393,-0.2908234218908089,-0.1637223151034137,0.050828137437414024,0.13107650156746847,0.1406093912454508,0.08957032375945219,0.14609361194767734,0.34899110733145366,0.4715817525498914,1.0000000000000022,0.4562063399785708
gardens,0.4892798787425203,0.1252312440037301,0.08247247573263312,0.09050017302665739,0.09870625985615941,-0.0665396094007188,-0.247628413594338,-0.1372324632453964,-0.3264608762453284,-0.26356919854479616,-0.17542921383569396,-0.18199499470805852,-0.12989438705338982,-0.20911982111775834,-0.21067337681916884,0.027850478181078307,0.14721973794190538,0.16537213283377727,0.12944937122035696,0.11881559288882713,0.3010557090055361,0.31627373537077574,0.4562063399785708,0.9999999999999898
